ID	Text	Extra	SourceRepo	SourceCommit	SourcePath	Part	Chapter	Section	Topic	Type	ALP_IDs	Difficulty	Tags	Status	QA
BK-FND-00-0011	試算表の借方合計と貸方合計が一致していても、同額を借貸双方で誤記した誤りは {{c1::発見できない}}。	貸借一致はすべての記帳誤りの不存在を保証しない。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	foundation	00 序章 簿記の基本	4.3 試算表	試算表の限界	exception	ALP-FND-00-0040	2	bookkeeping::foundation chapter::foundation::00 difficulty::2 status::pilot topic::試算表の限界 type::exception	pilot	pending
BK-FND-00-0012	給料100,000円を現金で支払った。借方：{{c1::給料}} 100,000円 ／ 貸方：{{c1::現金}} 100,000円。	金額は問題文からの転記なので隠さず、勘定科目の組合せを同時に想起する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	foundation	00 序章 簿記の基本	5 基本的な費用取引	費用の支払仕訳	journal_entry	ALP-FND-00-0041	2	bookkeeping::foundation chapter::foundation::00 difficulty::2 status::pilot topic::費用の支払仕訳 type::journal_entry	pilot	pending
BK-FND-00-0013	給料総額300,000円から所得税20,000円・社会保険料40,000円を控除し、残額を現金で支払った。借方：{{c1::給料}} 300,000円 ／ 貸方：{{c1::所得税預り金}} 20,000円、{{c1::社会保険料預り金}} 40,000円、{{c1::現金}} 240,000円。	給料は手取額ではなく総額を費用計上し、各控除額は対応する預り金、残額は支払手段へ分ける。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	foundation	00 序章 簿記の基本	6.4 社会保険料と法定福利費	給料控除の複合仕訳	journal_entry	ALP-FND-00-0052	3	bookkeeping::foundation chapter::foundation::00 difficulty::3 status::pilot topic::給料控除の複合仕訳 type::journal_entry	pilot	pending
BK-FND-00-0014	支払内容・金額が未確定のときはまず {{c1::仮払金}} で記録し、内容が確定した後に {{c2::本来の勘定科目}} へ振り替える。	未確定時の仮勘定から確定後の本来科目への処理順を想起する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	foundation	00 序章 簿記の基本	7.1 仮払金	仮払金の処理	procedure	ALP-FND-00-0053	2	bookkeeping::foundation chapter::foundation::00 difficulty::2 status::pilot topic::仮払金の処理 type::procedure	pilot	pending
BK-FND-00-0015	訂正仕訳は、{{c1::誤仕訳の逆仕訳}} と {{c2::正しい仕訳}} を組み合わせて作る。	関係式「誤仕訳＋訂正仕訳＝正しい仕訳」を、実際の訂正操作へ分解して想起する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	foundation	00 序章 簿記の基本	8 訂正仕訳	訂正仕訳の公式	formula	ALP-FND-00-0058	2	bookkeeping::foundation chapter::foundation::00 difficulty::2 status::pilot topic::訂正仕訳の公式 type::formula	pilot	pending
BK-FND-00-0016	同じ費用科目について240円を計上したが、正しい金額は420円だった。追加で訂正計上する差額は {{c1::180円}} である。	訂正仕訳の関係を数値へ適用する独立パイロット。装飾例そのものの暗記は目的にしない。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	foundation	00 序章 簿記の基本	8 訂正仕訳	訂正仕訳の数値適用	formula	ALP-FND-00-0058	2	bookkeeping::foundation chapter::foundation::00 difficulty::2 status::pilot topic::訂正仕訳の数値適用 type::formula	pilot	pending
BK-FND-00-0017	売上・仕入の純額は、純売上高＝{{c1::総売上高－売上戻り高}}、純仕入高＝{{c2::総仕入高－仕入戻し高}} で求める。	基礎文脈で純売上高と純仕入高を対にして想起し、商品売買章の再文脈化との重複を後続レビューで確認する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	foundation	00 序章 簿記の基本	10.6 売上帳・仕入帳	純売上高と純仕入高	formula	ALP-FND-00-0072	2	bookkeeping::foundation chapter::foundation::00 difficulty::2 status::pilot topic::純売上高と純仕入高 type::formula	pilot	pending
BK-COM-01-0001	同じ物品でも、{{c1::販売目的}} で仕入れた物品を「商品」とし、購入目的が異なれば用いる勘定科目も変わる。	物品の外形ではなく購入目的によって商品かどうかを判断する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 1 商品売買の基礎	商品の分類	classification	ALP-COM-01-0001	1	bookkeeping::commercial chapter::commercial::01 difficulty::1 status::pilot topic::商品の分類 type::classification	pilot	pending
BK-COM-01-0002	掛仕入では、仕入と買掛金を計上する時点は {{c1::商品を受け入れた時点}} であり、後日の代金支払時に仕入を {{c2::再計上しない}}。	商品受入時の認識と後日の決済を区別する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 1 商品売買の基礎	掛仕入の認識時点	recognition	ALP-COM-01-0003	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::掛仕入の認識時点 type::recognition	pilot	pending
BK-COM-01-0003	商品100,000円の引渡前に手付金20,000円を支払い、引渡時に残額80,000円を掛けとした。引渡時の仕訳は、借方：{{c1::仕入}} 100,000円 ／ 貸方：{{c1::前払金（前渡金）}} 20,000円、{{c1::買掛金}} 80,000円。	手付金・内金は引渡前には前払金（前渡金）で処理し、商品受入時に仕入へ充当する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 1 商品売買の基礎	前払金と商品仕入	journal_entry	ALP-COM-01-0004	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::前払金と商品仕入 type::journal_entry	pilot	pending
BK-COM-01-0004	商品売買における純仕入高は、{{c1::総仕入高－仕入戻し高}} で求める。	基礎章と同じ関係を商品売買の実務文脈で再提示し、重複の有用性を後続レビューで確認する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 1 商品売買の基礎	純仕入高	formula	ALP-COM-01-0006	1	bookkeeping::commercial chapter::commercial::01 difficulty::1 status::pilot topic::純仕入高 type::formula	pilot	pending
BK-COM-01-0005	仕入金額は、{{c1::購入代価}} ＋ {{c2::当社負担の仕入諸掛り}} で求める。	仕入金額を構成する2要素を分けて想起する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 1 商品売買の基礎	仕入金額	formula	ALP-COM-01-0008	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::仕入金額 type::formula	pilot	pending
BK-COM-01-0006	商品の購入代価120,000円、当社負担の仕入諸掛り8,000円の場合、仕入金額は {{c1::128,000円}} である。	「購入代価＋当社負担の仕入諸掛り」を数値へ適用する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 1 商品売買の基礎	仕入金額の数値適用	formula	ALP-COM-01-0008	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::仕入金額の数値適用 type::formula	pilot	pending
BK-COM-01-0007	商品売買の代表的な記帳方法は、{{c1::三分法}}・{{c1::分記法}}・{{c1::売上原価対立法}} である。	3方式を一組として再生する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 2 記帳方法	商品売買の記帳方法	classification	ALP-COM-01-0009	1	bookkeeping::commercial chapter::commercial::01 difficulty::1 status::pilot topic::商品売買の記帳方法 type::classification	pilot	pending
BK-COM-01-0008	三分法の決算整理では、期首商品振替は 借方：{{c1::仕入}} ／ 貸方：{{c1::繰越商品}}、期末商品振替は 借方：{{c1::繰越商品}} ／ 貸方：{{c1::仕入}} とする。	対称的な2仕訳の勘定方向を一体で再生し、片側表示による答え漏れを避ける。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 2 記帳方法	三分法の決算整理仕訳	journal_entry	ALP-COM-01-0011	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::三分法の決算整理仕訳 type::journal_entry	pilot	pending
BK-COM-01-0009	売上原価対立法で商品を掛けで100,000円販売し、その原価が60,000円なら、借方：{{c1::売掛金}} 100,000円 ／ 貸方：{{c1::売上}} 100,000円、同時に 借方：{{c1::売上原価}} 60,000円 ／ 貸方：{{c1::商品}} 60,000円 とする。	売上収益の計上と販売商品の原価振替を同じ取引内で再生する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 3 売上原価対立法	売上原価対立法の売上仕訳	journal_entry	ALP-COM-01-0016	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::売上原価対立法の売上仕訳 type::journal_entry	pilot	pending
BK-COM-01-0010	売上原価を把握する時点は、三分法では {{c1::決算時}}、分記法では売上の都度 {{c2::商品売買益}} を把握し、売上原価対立法では {{c3::売上時}} に売上原価を把握する。	3つの記帳方法を「利益・売上原価をいつ把握するか」という比較軸で区別する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第1節 4 記帳方法比較	記帳方法の比較	comparison	ALP-COM-01-0018	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::記帳方法の比較 type::comparison	pilot	pending
BK-COM-01-0011	{{c1::先入先出法}} とは、先に仕入れた商品から先に払い出したと仮定する方法である。	定義の中核語だけを隠し、定義文全体は表示して文脈を確保する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第2節 3 先入先出法	先入先出法	definition	ALP-COM-01-0023	1	bookkeeping::commercial chapter::commercial::01 difficulty::1 status::pilot topic::先入先出法 type::definition	pilot	pending
BK-COM-01-0012	移動平均法では、仕入の都度、平均単価＝{{c1::その時点の在庫金額}} ÷ {{c2::その時点の在庫数量}} と再計算し、その平均単価を {{c3::次の払出単価}} とする。	再計算の時点・分子・分母・利用先を構造として想起する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第2節 4 移動平均法	移動平均法	formula	ALP-COM-01-0025	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::移動平均法 type::formula	pilot	pending
BK-COM-01-0013	移動平均法で、仕入前の在庫が10個・1,000円、さらに10個を1,400円で仕入れた。仕入後の平均単価は {{c1::120円／個}} である。	仕入後在庫金額2,400円を在庫数量20個で割る。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第2節 4 移動平均法	移動平均法の数値適用	formula	ALP-COM-01-0025	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::移動平均法の数値適用 type::formula	pilot	pending
BK-COM-01-0014	総平均単価＝{{c1::期首商品金額＋期中仕入金額}} ÷ {{c2::期首商品数量＋期中仕入数量}} である。	分子と分母を意味のあるまとまりとして分解する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第2節 5 総平均法	総平均法	formula	ALP-COM-01-0028	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::総平均法 type::formula	pilot	pending
BK-COM-01-0015	総平均法で、期首商品10個・1,000円、期中仕入20個・2,600円なら、総平均単価は {{c1::120円／個}} である。	総金額3,600円を総数量30個で割る。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第2節 5 総平均法	総平均法の数値適用	formula	ALP-COM-01-0028	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::総平均法の数値適用 type::formula	pilot	pending
BK-COM-01-0016	期間損益を対応させるため、売上高と対応させる原価は仕入高そのものではなく {{c1::販売済商品の売上原価}} である。	未販売分を含む仕入高ではなく、当期の売上に対応する販売済商品の原価を費用として対応させる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第2節 6 商品有高帳と売上原価	売上高と売上原価の対応	reasoning	ALP-COM-01-0036	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::売上高と売上原価の対応 type::reasoning	pilot	pending
BK-COM-01-0017	商品評価の決算整理は、{{c1::売上原価の算定}} → {{c2::棚卸減耗損の計上}} → {{c3::商品評価損の計上}} の順で行う。	3段階の順序自体を想起する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第3節 1 総論	商品評価の決算整理手順	procedure	ALP-COM-01-0041	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::商品評価の決算整理手順 type::procedure	pilot	pending
BK-COM-01-0018	売上原価の算定に用いる期末商品は、実地棚卸高ではなく {{c1::期末帳簿棚卸高}} である。	棚卸減耗を売上原価算定より後に処理するため、まず帳簿棚卸高を使う。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第3節 2 決算整理仕訳	売上原価算定の期末商品	exception	ALP-COM-01-0043	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::売上原価算定の期末商品 type::exception	pilot	pending
BK-COM-01-0019	棚卸減耗損＝{{c1::取得単価}} ×（{{c2::帳簿棚卸数量}}－{{c3::実地棚卸数量}}）である。	単価と数量差の構造を分解して想起する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第3節 2 決算整理仕訳	棚卸減耗損	formula	ALP-COM-01-0047	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::棚卸減耗損 type::formula	pilot	pending
BK-COM-01-0020	取得単価500円、帳簿棚卸数量100個、実地棚卸数量96個の場合、棚卸減耗損は {{c1::2,000円}} である。	500円×（100個－96個）を計算する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第3節 2 決算整理仕訳	棚卸減耗損の数値適用	formula	ALP-COM-01-0047	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::棚卸減耗損の数値適用 type::formula	pilot	pending
BK-COM-01-0021	商品評価では、正味売却価額が取得原価を下回る場合は {{c1::正味売却価額}}、下回らない場合は原則 {{c1::取得原価}} で評価する。	原則と収益性低下時の条件付き処理を一体で再生する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第3節 2 決算整理仕訳	商品の低価評価	measurement	ALP-COM-01-0049	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::商品の低価評価 type::measurement	pilot	pending
BK-COM-01-0022	商品評価損＝（{{c1::取得単価}}－{{c2::正味売却価額}}）× {{c3::実地棚卸数量}} である。	単価差と実地数量の積として構造を分解する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第3節 2 決算整理仕訳	商品評価損	formula	ALP-COM-01-0050	2	bookkeeping::commercial chapter::commercial::01 difficulty::2 status::pilot topic::商品評価損 type::formula	pilot	pending
BK-COM-01-0023	取得単価1,000円、正味売却価額900円、実地棚卸数量50個の場合、商品評価損は {{c1::5,000円}} である。	（1,000円－900円）×50個を計算する。総合例そのものの暗記は目的にしない。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	01 商品売買	第3節 2 決算整理仕訳	商品評価損の数値適用	formula	ALP-COM-01-0050	3	bookkeeping::commercial chapter::commercial::01 difficulty::3 status::pilot topic::商品評価損の数値適用 type::formula	pilot	pending
