alp_id	source_part	source_chapter	source_section	source_anchor	summary	type	status	include_reason	exclude_reason	note_ids	qa_status
ALP-FND-00-0026	foundation	00 序章 簿記の基本	3.1 簿記上の取引	commercial/chapter00.md::3.1	火災・盗難による資産喪失は5要素を変化させるため簿記上の取引となる	recognition	INCLUDE	boundary condition			pending
ALP-FND-00-0027	foundation	00 序章 簿記の基本	3.1 簿記上の取引	commercial/chapter00.md::3.1	契約締結だけで受入・支払がなく5要素が増減しない場合は原則簿記上の取引とならない	recognition	INCLUDE	boundary condition			pending
ALP-FND-00-0028	foundation	00 序章 簿記の基本	3.2 仕訳	commercial/chapter00.md::3.2	仕訳は財務諸表の変化を借方と貸方に分けて記録する	definition	INCLUDE	core definition			pending
ALP-FND-00-0029	foundation	00 序章 簿記の基本	3.2 仕訳	commercial/chapter00.md::3.2	1取引に複数勘定科目が関係する場合は複合仕訳となる	journal_entry	INCLUDE	compound-entry rule			pending
	foundation	00 序章 簿記の基本	3.2 仕訳	commercial/chapter00.md::3.2-examples	建物・土地取得と一部掛売上の数値例は複合仕訳ルールの適用例		EXCLUDE		DECORATIVE_EXAMPLE		pending
ALP-FND-00-0030	foundation	00 序章 簿記の基本	3.3 勘定への転記	commercial/chapter00.md::3.3	仕訳後は各勘定へ取引日・相手科目・金額を転記する	ledger	INCLUDE	posting mechanics			pending
ALP-FND-00-0031	foundation	00 序章 簿記の基本	3.3 勘定への転記	commercial/chapter00.md::3.3	相手科目が複数の場合は転記時に諸口と記入することがある	ledger	INCLUDE	posting exception			pending
ALP-FND-00-0032	foundation	00 序章 簿記の基本	3.4 合計と残高	commercial/chapter00.md::3.4	借方合計が大きければ借方残高、貸方合計が大きければ貸方残高となる	ledger	INCLUDE	balance determination			pending
ALP-FND-00-0033	foundation	00 序章 簿記の基本	4.1 会計期間	commercial/chapter00.md::4.1	会計期間は会社活動を一定期間ごとに区切り損益・財政状態を把握する期間である	definition	INCLUDE	core definition			pending
ALP-FND-00-0034	foundation	00 序章 簿記の基本	4.1 会計期間	commercial/chapter00.md::4.1	期首・期中・期末・決算日・前期・翌期の時点関係を区別する	classification	INCLUDE	period terminology			pending
ALP-FND-00-0035	foundation	00 序章 簿記の基本	4.2 簿記の一巡	commercial/chapter00.md::4.2	簿記の一巡は期首手続→期中の仕訳転記→期末試算表・決算→財務諸表作成の順で進む	procedure	INCLUDE	ordered process			pending
ALP-FND-00-0036	foundation	00 序章 簿記の基本	4.3 試算表	commercial/chapter00.md::4.3	試算表は総勘定元帳の各勘定金額を集計した一覧表である	definition	INCLUDE	core definition			pending
ALP-FND-00-0037	foundation	00 序章 簿記の基本	4.3 試算表	commercial/chapter00.md::4.3	試算表は勘定全体の把握と借貸一致による転記正確性検証を目的とする	reasoning	INCLUDE	purpose of trial balance			pending
ALP-FND-00-0038	foundation	00 序章 簿記の基本	4.3 試算表	commercial/chapter00.md::4.3	合計試算表・残高試算表・合計残高試算表は集計対象が異なる	comparison	INCLUDE	trial-balance variants			pending
ALP-FND-00-0039	foundation	00 序章 簿記の基本	4.3 試算表	commercial/chapter00.md::4.3	正しく転記されれば試算表全体の借方合計と貸方合計は一致する（貸借平均の原理）	reasoning	INCLUDE	validation principle			pending
ALP-FND-00-0040	foundation	00 序章 簿記の基本	4.3 試算表	commercial/chapter00.md::4.3	同額を借貸双方で誤記する等は貸借一致だけでは発見できない	exception	INCLUDE	limitation of trial balance			pending
ALP-FND-00-0041	foundation	00 序章 簿記の基本	5 基本的な費用取引	commercial/chapter00.md::5	現金等を支払い給料・諸経費が発生したら支払内容に応じた費用を借方計上する	journal_entry	INCLUDE	basic expense entry			pending
ALP-FND-00-0042	foundation	00 序章 簿記の基本	5 基本的な費用取引	commercial/chapter00.md::5	給料・水道光熱費・旅費交通費・広告宣伝費・消耗品費・通信費・保険料・保管費・諸会費・雑費を支出内容で使い分ける	classification	INCLUDE	account selection			pending
ALP-FND-00-0043	foundation	00 序章 簿記の基本	6.1 立替金と預り金	commercial/chapter00.md::6.1	立替金・従業員立替金は一時立替額の回収権で資産、預り金・従業員預り金は返還義務で負債である	classification	INCLUDE	asset-liability distinction			pending
ALP-FND-00-0044	foundation	00 序章 簿記の基本	6.1 立替金と預り金	commercial/chapter00.md::6.1	給料日前の前貸しは通常貸付金でなく従業員立替金または立替金で処理する	exception	INCLUDE	account-selection rule			pending
ALP-FND-00-0045	foundation	00 序章 簿記の基本	6.1 立替金と預り金	commercial/chapter00.md::6.1	一時預り時は預り金を負債計上し返金時に預り金を減少させる	journal_entry	INCLUDE	settlement pattern			pending
ALP-FND-00-0046	foundation	00 序章 簿記の基本	6.2 給料から立替金を回収	commercial/chapter00.md::6.2	給料から立替金を控除しても給料総額を費用計上し控除額は従業員立替金の減少とする	journal_entry	INCLUDE	gross-pay treatment			pending
ALP-FND-00-0047	foundation	00 序章 簿記の基本	6.3 所得税の源泉徴収	commercial/chapter00.md::6.3	所得税は従業員負担で会社が給与から控除し一時預かって税務署へ納付する	reasoning	INCLUDE	withholding mechanism			pending
ALP-FND-00-0048	foundation	00 序章 簿記の基本	6.3 所得税の源泉徴収	commercial/chapter00.md::6.3	源泉徴収時も給料は総額費用計上し控除所得税は所得税預り金（負債）とする	journal_entry	INCLUDE	gross-pay and liability rule			pending
ALP-FND-00-0049	foundation	00 序章 簿記の基本	6.3 所得税の源泉徴収	commercial/chapter00.md::6.3	所得税納付時は所得税預り金を減少させ現金等を減少させる	journal_entry	INCLUDE	settlement entry			pending
ALP-FND-00-0050	foundation	00 序章 簿記の基本	6.4 社会保険料と法定福利費	commercial/chapter00.md::6.4	従業員負担社会保険料は給与から控除し社会保険料預り金（負債）とする	journal_entry	INCLUDE	withholding treatment			pending
ALP-FND-00-0051	foundation	00 序章 簿記の基本	6.4 社会保険料と法定福利費	commercial/chapter00.md::6.4	会社負担社会保険料は法定福利費として費用計上する	journal_entry	INCLUDE	employer-cost treatment			pending
ALP-FND-00-0052	foundation	00 序章 簿記の基本	6.4 社会保険料と法定福利費	commercial/chapter00.md::6.4	所得税・社会保険料を同時控除しても給料は総額計上し各預り金と手取支払額に分けて貸方処理する	journal_entry	INCLUDE	compound payroll entry			pending
ALP-FND-00-0053	foundation	00 序章 簿記の基本	7.1 仮払金	commercial/chapter00.md::7.1	支払内容・金額が未確定なら仮払金で記録し確定後に本来科目へ振り替える	procedure	INCLUDE	temporary-account process			pending
ALP-FND-00-0054	foundation	00 序章 簿記の基本	7.1 仮払金	commercial/chapter00.md::7.1	仮払金は一般に資産として扱う	classification	INCLUDE	account classification			pending
ALP-FND-00-0055	foundation	00 序章 簿記の基本	7.2 仮受金	commercial/chapter00.md::7.2	入金内容が不明なら仮受金で記録し判明後に本来科目へ振り替える	procedure	INCLUDE	temporary-account process			pending
ALP-FND-00-0056	foundation	00 序章 簿記の基本	7.2 仮受金	commercial/chapter00.md::7.2	仮受金は一般に負債として扱う	classification	INCLUDE	account classification			pending
ALP-FND-00-0057	foundation	00 序章 簿記の基本	8 訂正仕訳	commercial/chapter00.md::8	訂正仕訳は誤った仕訳の逆仕訳と本来の正しい仕訳を組み合わせて考える	procedure	INCLUDE	correction method			pending
ALP-FND-00-0058	foundation	00 序章 簿記の基本	8 訂正仕訳	commercial/chapter00.md::8	誤仕訳＋訂正仕訳＝正しい仕訳、したがって訂正仕訳＝誤仕訳の逆仕訳＋正しい仕訳である	formula	INCLUDE	correction relationship			pending
ALP-FND-00-0059	foundation	00 序章 簿記の基本	8 訂正仕訳	commercial/chapter00.md::8	訂正仕訳そのものが本来の正しい仕訳と同じになるとは限らない	exception	INCLUDE	prevents correction error			pending
	foundation	00 序章 簿記の基本	8 訂正仕訳	commercial/chapter00.md::8-example	100を1,000と誤記した数値例は訂正仕訳関係式の適用例		EXCLUDE		DECORATIVE_EXAMPLE		pending
ALP-FND-00-0060	foundation	00 序章 簿記の基本	9.1 主要簿とは	commercial/chapter00.md::9.1	主要簿は仕訳帳と総勘定元帳の2つで全取引を記録し試算表・財務諸表の基礎となる	ledger	INCLUDE	bookkeeping-system structure			pending
ALP-FND-00-0061	foundation	00 序章 簿記の基本	9.2 仕訳帳	commercial/chapter00.md::9.2	仕訳帳は仕訳を取引発生順に記録する帳簿である	ledger	INCLUDE	ledger definition			pending
ALP-FND-00-0062	foundation	00 序章 簿記の基本	9.2 仕訳帳	commercial/chapter00.md::9.2	仕訳帳の日付・摘要・元丁・金額欄の役割を区別する	ledger	INCLUDE	ledger mechanics			pending
ALP-FND-00-0063	foundation	00 序章 簿記の基本	9.3 総勘定元帳	commercial/chapter00.md::9.3	総勘定元帳は勘定科目ごとに仕訳帳の内容を転記して作成する	ledger	INCLUDE	ledger definition			pending
ALP-FND-00-0064	foundation	00 序章 簿記の基本	9.3 総勘定元帳	commercial/chapter00.md::9.3	総勘定元帳には標準式と残高式があり日付・摘要・仕丁・借貸金額・残高等を記録する	ledger	INCLUDE	ledger mechanics			pending
ALP-FND-00-0065	foundation	00 序章 簿記の基本	10.1 補助簿の役割	commercial/chapter00.md::10.1	補助簿は内部管理のため特定勘定について主要簿より詳細に記録する	ledger	INCLUDE	bookkeeping-system structure			pending
ALP-FND-00-0066	foundation	00 序章 簿記の基本	10.1 補助簿の役割	commercial/chapter00.md::10.1	補助記入帳は発生順、補助元帳は取引先別・品目別等に区分して記録する	comparison	INCLUDE	subsidiary-book distinction			pending
ALP-FND-00-0067	foundation	00 序章 簿記の基本	10.2 現金出納帳	commercial/chapter00.md::10.2	現金出納帳は現金増減明細を記録し前月繰越を収入、次月繰越を支出に記入して月末合計を一致させる	ledger	INCLUDE	cash-book mechanics			pending
ALP-FND-00-0068	foundation	00 序章 簿記の基本	10.3 当座預金出納帳	commercial/chapter00.md::10.3	当座預金出納帳は当座預金増減を記録し小切手番号・残高等を管理し当座借越では貸方残高となり得る	ledger	INCLUDE	bank-book mechanics			pending
ALP-FND-00-0069	foundation	00 序章 簿記の基本	10.4 小口現金出納帳	commercial/chapter00.md::10.4	小口現金出納帳は補給額を受入欄、支払額を支払欄・費用内訳欄へ記録し一定期間分をまとめて仕訳できる	ledger	INCLUDE	petty-cash book mechanics			pending
ALP-FND-00-0070	foundation	00 序章 簿記の基本	10.5 手形記入帳	commercial/chapter00.md::10.5	受取手形記入帳・支払手形記入帳は手形ごとの増減と番号・振出日・満期日・支払場所・金額・てん末等を管理する	ledger	INCLUDE	bill-book mechanics			pending
ALP-FND-00-0071	foundation	00 序章 簿記の基本	10.6 売上帳・仕入帳	commercial/chapter00.md::10.6	売上帳・仕入帳は各勘定増減を発生順に記録し返品を反映する	ledger	INCLUDE	sales-purchase book mechanics			pending
ALP-FND-00-0072	foundation	00 序章 簿記の基本	10.6 売上帳・仕入帳	commercial/chapter00.md::10.6	純売上高＝総売上高－売上戻り高、純仕入高＝総仕入高－仕入戻し高である	formula	INCLUDE	book total relationship			pending
ALP-FND-00-0073	foundation	00 序章 簿記の基本	10.7 売掛金元帳・買掛金元帳	commercial/chapter00.md::10.7	売掛金元帳は得意先別、買掛金元帳は仕入先別に管理する補助元帳である	ledger	INCLUDE	subsidiary-ledger purpose			pending
ALP-FND-00-0074	foundation	00 序章 簿記の基本	10.7 売掛金元帳・買掛金元帳	commercial/chapter00.md::10.7	総勘定元帳の売掛金・買掛金残高は各補助元帳残高合計と一致する	ledger	INCLUDE	reconciliation rule			pending
ALP-FND-00-0075	foundation	00 序章 簿記の基本	10.8 人名勘定	commercial/chapter00.md::10.8	人名勘定は相手先会社名を勘定科目として掛代金を相手先別に把握する方法である	ledger	INCLUDE	alternative subsidiary method			pending
ALP-FND-00-0076	foundation	00 序章 簿記の基本	11.1 伝票とは	commercial/chapter00.md::11.1	伝票は仕訳帳へ直接記入する代わりに取引ごとの仕訳を記録し、記録することを起票という	definition	INCLUDE	voucher terminology			pending
ALP-FND-00-0077	foundation	00 序章 簿記の基本	11.1 伝票とは	commercial/chapter00.md::11.1	3伝票制では現金増加＝入金伝票、現金減少＝出金伝票、現金増減なし＝振替伝票を用いる	classification	INCLUDE	voucher selection			pending
ALP-FND-00-0078	foundation	00 序章 簿記の基本	11.2 各伝票	commercial/chapter00.md::11.2	入金・出金伝票の科目欄には現金の相手科目を記入し、非現金取引は仕訳を振替伝票へ記入する	procedure	INCLUDE	voucher-entry mechanics			pending
ALP-FND-00-0079	foundation	00 序章 簿記の基本	11.3 一部現金取引	commercial/chapter00.md::11.3	一部現金取引は取引を現金部分と非現金部分へ分割する方法、または全額掛取引後に一部現金決済と擬制する方法で起票できる	comparison	INCLUDE	alternative voucher methods			pending
ALP-FND-00-0080	foundation	00 序章 簿記の基本	11.4 仕訳日計表と転記	commercial/chapter00.md::11.4	伝票から都度転記する個別転記と一定期間分をまとめる合計転記を区別する	comparison	INCLUDE	posting methods			pending
ALP-FND-00-0081	foundation	00 序章 簿記の基本	11.4 仕訳日計表と転記	commercial/chapter00.md::11.4	1日・1週・1月分の集計には仕訳日計表・週計表・月計表を用いる	ledger	INCLUDE	aggregation instruments			pending
ALP-FND-00-0082	foundation	00 序章 簿記の基本	11.4 仕訳日計表と転記	commercial/chapter00.md::11.4	伝票→集計表→総勘定元帳への合計転記の順で処理する	procedure	INCLUDE	ordered posting process			pending
ALP-FND-00-0083	foundation	00 序章 簿記の基本	11.4 仕訳日計表と転記	commercial/chapter00.md::11.4	補助元帳は相手先別明細を保つため各伝票から個別転記し総勘定元帳のみ集計表から合計転記する	exception	INCLUDE	preserves subsidiary detail			pending
ALP-FND-00-0084	foundation	00 序章 簿記の基本	12.1 証ひょうとは	commercial/chapter00.md::12.1	証ひょうは取引内容が記載された用紙で、内容から取引を読み取り仕訳を推定する	definition	INCLUDE	core definition			pending
ALP-FND-00-0085	foundation	00 序章 簿記の基本	12.1 証ひょうとは	commercial/chapter00.md::12.1	納品書・請求書・領収書・当座勘定照合表は示す情報が異なる	classification	INCLUDE	document discrimination			pending
ALP-FND-00-0086	foundation	00 序章 簿記の基本	12.1 証ひょうとは	commercial/chapter00.md::12.1	原本か控えかは取引当事者の立場を判断する手掛かりだが証ひょうだけで決済条件まで確定できないことがある	exception	INCLUDE	document-evidence limitation			pending
ALP-FND-00-0087	foundation	00 序章 簿記の基本	12.2 証ひょうから仕訳	commercial/chapter00.md::12.2	納品書から商品・税額を読み取れても掛け等の決済方法は問題文等で確認する	reasoning	INCLUDE	evidence integration			pending
ALP-FND-00-0088	foundation	00 序章 簿記の基本	12.2 証ひょうから仕訳	commercial/chapter00.md::12.2	納品書兼請求書の控えは販売側であることの手掛かりとなり前受金充当等を含む売上仕訳を推定する	reasoning	INCLUDE	document-side inference			pending
ALP-FND-00-0089	foundation	00 序章 簿記の基本	12.2 証ひょうから仕訳	commercial/chapter00.md::12.2	領収書や当座勘定照合表の摘要・入出金額から対応する費用・債権債務・利息等の仕訳を推定する	procedure	INCLUDE	document-to-entry inference			pending
ALP-FND-00-0090	foundation	00 序章 簿記の基本	13 略語と記号	commercial/chapter00.md::13	F/S・B/S・P/L・S/S・T/B・前T/B・後T/Bの略語を対応する財務諸表・試算表名称と結びつける	definition	INCLUDE	exam notation			pending
ALP-FND-00-0091	foundation	00 序章 簿記の基本	13 略語と記号	commercial/chapter00.md::13	△はマイナス、@は単価を表す	definition	INCLUDE	exam notation			pending
